Player,Pos,Squad,Comp,npxG,-9999
András Schäfer,MF,Union Berlin,de Bundesliga,0.8,049751d7
Robert Skov,DFFW,Hoffenheim,de Bundesliga,0.8,ff98492b
Niklas Stark,DFMF,Hertha BSC,de Bundesliga,0.8,aad48be9
Florian Tardieu,MF,Troyes,fr Ligue 1,0.8,ed39121c
Tanner Tessmann,MF,Venezia,it Serie A,0.8,ac277993
Takehiro Tomiyasu,DF,Arsenal,eng Premier League,0.8,b3af9be1
Almamy Touré,DF,Eint Frankfurt,de Bundesliga,0.8,c8c60119
Boubacar Traoré,MF,Metz,fr Ligue 1,0.8,999ceb5f
Dayot Upamecano,DF,Bayern Munich,de Bundesliga,0.8,d248cd8f
Vanderson,FWMF,Monaco,fr Ligue 1,0.8,ee45fd85
Raphaël Varane,DF,Manchester Utd,eng Premier League,0.8,9f8e9423
Valerio Verre,MFFW,Sampdoria,it Serie A,0.8,33ecf462
Rúben Vezo,DF,Levante,es La Liga,0.8,c67cd65c
Aleix Vidal,DFMF,Espanyol,es La Liga,0.8,04965583
Šime Vrsaljko,DF,Atlético Madrid,es La Liga,0.8,46a8347f
Ashley Westwood,MF,Burnley,eng Premier League,0.8,495945ef
Andriy Yarmolenko,FW,West Ham,eng Premier League,0.8,849c826a
Maya Yoshida,DF,Sampdoria,it Serie A,0.8,caffaf5a
Igor Zubeldia,DF,Real Sociedad,es La Liga,0.8,5c7845f6
Max Aarons,DF,Norwich City,eng Premier League,0.7,774cf58b
Rayan Aït Nouri,DF,Wolves,eng Premier League,0.7,9b398aea
Dele Alli,MFFW,Tottenham,eng Premier League,0.7,cea4ee8f
Shandon Baptiste,MF,Brentford,eng Premier League,0.7,2886c9b5
Noah Joel Sarenren Bazee,MFFW,Augsburg,de Bundesliga,0.7,fbbc8e15
Donny van de Beek,MF,Manchester Utd,eng Premier League,0.7,50dc94ce
László Bénes,MF,M'Gladbach,de Bundesliga,0.7,fe888e39
Bartosz Bereszyński,DF,Sampdoria,it Serie A,0.7,61b3978f
Kevin Bonifazi,DF,Bologna,it Serie A,0.7,fb77bfef
John Brooks,DF,Wolfsburg,de Bundesliga,0.7,e27da244
Sergio Busquets,MF,Barcelona,es La Liga,0.7,5ab0ea87
Andrea Cambiaso,DF,Genoa,it Serie A,0.7,247ed022
Francesco Caputo,FW,Sassuolo,it Serie A,0.7,5bd72174
Nicolò Casale,DF,Hellas Verona,it Serie A,0.7,3f5f38fb
Dani Ceballos,MF,Real Madrid,es La Liga,0.7,c0617e2b
Rayan Cherki,FWMF,Lyon,fr Ligue 1,0.7,b34c63a5
Vlad Chiricheș,DF,Sassuolo,it Serie A,0.7,c316607a
Víctor Chust,DF,Cádiz,es La Liga,0.7,ec1a731e
Ebrima Colley,FWMF,Spezia,it Serie A,0.7,bf356094
Jaume Costa,DF,Mallorca,es La Liga,0.7,808d48f3
Marc Cucurella,DF,Brighton,eng Premier League,0.7,1daec722
Jorge Cuenca,DF,Getafe,es La Liga,0.7,0abc51f2
Matheus Cunha,FW,Hertha BSC,de Bundesliga,0.7,dc62b55d
Diogo Dalot,DF,Manchester Utd,eng Premier League,0.7,d9565625
Mikkel Damsgaard,MFFW,Sampdoria,it Serie A,0.7,215f3907
Romain Del Castillo,MFFW,Brest,fr Ligue 1,0.7,0be95d34
Anastasios Donis,FWMF,Reims,fr Ligue 1,0.7,0f26fd24
Souleyman Doumbia,DF,Angers,fr Ligue 1,0.7,9daeac61
Domingos Duarte,DF,Granada,es La Liga,0.7,93090f69
Leo Dubois,DF,Lyon,fr Ligue 1,0.7,ff0ab48c
Albin Ekdal,MF,Sampdoria,it Serie A,0.7,f503ea63
Pervis Estupiñán,DF,Villarreal,es La Liga,0.7,d38fdf53
Jonny Evans,DF,Leicester City,eng Premier League,0.7,f8fcd2a5
Alessandro Florenzi,DFFW,Milan,it Serie A,0.7,e288d4b3
André Gomes,MF,Everton,eng Premier League,0.7,1961b2aa
Andrew Gravillon,DF,Reims,fr Ligue 1,0.7,49136c42
Sebastian Griesbeck,DFMF,Greuther Fürth,de Bundesliga,0.7,a8db7ebb
Jon Guridi,MF,Real Sociedad,es La Liga,0.7,4c0a6a48
Piero Hincapié,DF,Leverkusen,de Bundesliga,0.7,0c7a48f8
Marin Jakoliš,FW,Angers,fr Ligue 1,0.7,96f4ebc0
Christian Kabasele,DF,Watford,eng Premier League,0.7,914ab9a1
Felix Kalu Nmecha,MFFW,Wolfsburg,de Bundesliga,0.7,091c86e2
Sofian Kiyine,MFFW,Venezia,it Serie A,0.7,ce1806be
Robin Koch,MFDF,Leeds United,eng Premier League,0.7,ea6bc03a
Nianzou Kouassi,DF,Bayern Munich,de Bundesliga,0.7,5853ac44
Wu Lei,FWMF,Espanyol,es La Liga,0.7,e3fabb0a
Jesse Lingard,FWMF,Manchester Utd,eng Premier League,0.7,810e3c74
Giovani Lo Celso,MFFW,Tottenham,eng Premier League,0.7,d7553721
Renan Lodi,DF,Atlético Madrid,es La Liga,0.7,ed9f7cfe
Jordan Lotomba,DF,Nice,fr Ligue 1,0.7,fc4cf6a7
Anderson Lucoqui,DF,Mainz 05,de Bundesliga,0.7,5569bf9a
Béni Makouana,FWMF,Montpellier,fr Ligue 1,0.7,654f49ca
Reinildo Mandava,DF,Lille,fr Ligue 1,0.7,c20bdcd7
Thomas Mangani,MF,Angers,fr Ligue 1,0.7,c801616a
Guillermo Maripán,DF,Monaco,fr Ligue 1,0.7,d9764034
Óscar Melendo,MFFW,Espanyol,es La Liga,0.7,379652be
Thiago Mendes,MFDF,Lyon,fr Ligue 1,0.7,c6e5d20f
Batista Mendy,MFDF,Angers,fr Ligue 1,0.7,e472a6f6
Jorge Miramón,DF,Levante,es La Liga,0.7,7f4c7c9f
Johan Mojica,DF,Elche,es La Liga,0.7,608f2092
Jan Morávek,MF,Augsburg,de Bundesliga,0.7,e7d22eae
Roberto Navarro,MFFW,Real Sociedad,es La Liga,0.7,c997b942
Ilija Nestorovski,FW,Udinese,it Serie A,0.7,b1236c63
Hugo Novoa,MFFW,RB Leipzig,de Bundesliga,0.7,5458f670
Lucas Olaza,DF,Elche,es La Liga,0.7,4cee5954
Sérgio Oliveira,MF,Roma,it Serie A,0.7,947e036f
Ricardo Pereira,DF,Leicester City,eng Premier League,0.7,75a72a99
Dor Peretz,MF,Venezia,it Serie A,0.7,e2a302a8
Ronaël Pierre-Gabriel,DF,Brest,fr Ligue 1,0.7,64ba07c0
Riqui Puig,MF,Barcelona,es La Liga,0.7,f090a37a
Alessio Romagnoli,DF,Milan,it Serie A,0.7,3ead85f9
Cristian Romero,DF,Tottenham,eng Premier League,0.7,a3d94a58
Lukas Rupp,MF,Norwich City,eng Premier League,0.7,3faa1780
Alex Sandro,DF,Juventus,it Serie A,0.7,0d82903c
Jens Stryger Larsen,DF,Udinese,it Serie A,0.7,f91e81c9
Kieran Tierney,DF,Arsenal,eng Premier League,0.7,fce2302c
Jesus Vazquez,DF,Valencia,es La Liga,0.7,106c142c
Valerio Verre,MFFW,Empoli,it Serie A,0.7,33ecf462
Matías Viña,DF,Roma,it Serie A,0.7,08eb3b58
Theo Walcott,MFFW,Southampton,eng Premier League,0.7,1ecb65be
Axel Witsel,MFDF,Dortmund,de Bundesliga,0.7,5dfc6ad5
Edon Zhegrova,MFFW,Lille,fr Ligue 1,0.7,34a88e3e
David Zima,DF,Torino,it Serie A,0.7,acf7e795
Raúl Albiol,DF,Villarreal,es La Liga,0.6,4bd414c1
Joachim Andersen,DF,Crystal Palace,eng Premier League,0.6,e34fc66d
Santiago Arias,DF,Granada,es La Liga,0.6,fdd60087
Lorenz Assignon,DF,Rennes,fr Ligue 1,0.6,b026bbf6
Iván Balliu,DF,Rayo Vallecano,es La Liga,0.6,cee88597
Nabil Bentaleb,MF,Angers,fr Ligue 1,0.6,3189f61a
Louis Beyer,DF,M'Gladbach,de Bundesliga,0.6,9af1f9ff
Pedro Bigas,DF,Elche,es La Liga,0.6,697295b1
Dedryck Boyata,DF,Hertha BSC,de Bundesliga,0.6,7c473e12
Bilal Brahimi,MFFW,Nice,fr Ligue 1,0.6,02bcaf8e
Jimmy Cabot,DF,Angers,fr Ligue 1,0.6,46359159
Cala,DF,Cádiz,es La Liga,0.6,fe05804b
Étienne Capoue,MF,Villarreal,es La Liga,0.6,5acc4a10
Andrea Carboni,DF,Cagliari,it Serie A,0.6,f7e2af2c
Igor Carioca,DF,Lorient,fr Ligue 1,0.6,e3e32fbb
Gonzalo Castro,MFFW,Arminia,de Bundesliga,0.6,68829001
Luca Ceppitelli,DF,Cagliari,it Serie A,0.6,7d50454d
Giorgio Chiellini,DF,Juventus,it Serie A,0.6,e85fb9b8
Carney Chukwuemeka,MFFW,Aston Villa,eng Premier League,0.6,b2f9c73e
Marcus Coco,FWDF,Nantes,fr Ligue 1,0.6,3010aefb
Vladimír Coufal,DF,West Ham,eng Premier League,0.6,fdf3cb77
Fabio Depaoli,DF,Hellas Verona,it Serie A,0.6,d97f2e8d
Lucas Digne,DF,Aston Villa,eng Premier League,0.6,1b84dbe1
Mitchell Dijks,DF,Bologna,it Serie A,0.6,0a3065c8
Lee Dongjun,MF,Hertha BSC,de Bundesliga,0.6,96d0b6f0
Kamory Doumbia,MFFW,Reims,fr Ligue 1,0.6,9226aa22
Fernando,MFDF,Sevilla,es La Liga,0.6,41f32541
Jeremie Frimpong,DF,Leverkusen,de Bundesliga,0.6,74f2e748
Linus Gechter,DF,Hertha BSC,de Bundesliga,0.6,ad2b068c
Saman Ghoddos,DFMF,Brentford,eng Premier League,0.6,f7b1d4e0
Edoardo Goldaniga,DF,Cagliari,it Serie A,0.6,4b029b31
Andoni Gorosabel,DF,Real Sociedad,es La Liga,0.6,6f5f82c0
Julian Green,MF,Greuther Fürth,de Bundesliga,0.6,ad1d6fa4
Varazdat Haroyan,DF,Cádiz,es La Liga,0.6,be32269e
Hernani,MFFW,Genoa,it Serie A,0.6,6f5ead86
Cédric Hountondji,DF,Clermont Foot,fr Ligue 1,0.6,00891164
Hiroki Ito,DF,Stuttgart,de Bundesliga,0.6,204dded0
Jason,MFFW,Alavés,es La Liga,0.6,9038c2a1
Jemerson,DF,Metz,fr Ligue 1,0.6,7cab69b5
Juan Jesus,DF,Napoli,it Serie A,0.6,79083382
James Justin,DF,Leicester City,eng Premier League,0.6,fb614c44
Kevin Kampl,MF,RB Leipzig,de Bundesliga,0.6,b825a650
Marc-Oliver Kempf,DF,Hertha BSC,de Bundesliga,0.6,815c314f
Simon Kjær,DF,Milan,it Serie A,0.6,8b8a56ce
Cheikhou Kouyaté,MF,Crystal Palace,eng Premier League,0.6,8d3c902d
Stefan Lainer,DF,M'Gladbach,de Bundesliga,0.6,4aea5077
Matthew Lowton,DF,Burnley,eng Premier League,0.6,9a9c05db
Giangiacomo Magnani,DF,Hellas Verona,it Serie A,0.6,cce9f582
Hugo Magnetti,MF,Brest,fr Ligue 1,0.6,d4d35152
Pablo Marí,DF,Udinese,it Serie A,0.6,aa54ec6f
Omar Mascarell,MF,Elche,es La Liga,0.6,11fd2b75
Pasquale Mazzocchi,DF,Venezia,it Serie A,0.6,eb0ec070
Filippo Melegoni,FWMF,Genoa,it Serie A,0.6,6604165d
Ilaix Moriba,MF,Valencia,es La Liga,0.6,f4c69aa6
Mert Müldür,DF,Sassuolo,it Serie A,0.6,1295552e
Vital N'Simba,DF,Clermont Foot,fr Ligue 1,0.6,249ac66d
Jean-Pierre Nsame,FW,Venezia,it Serie A,0.6,12e6d21a
Levin Öztunalı,MF,Union Berlin,de Bundesliga,0.6,66385c46
Goran Pandev,FWMF,Genoa,it Serie A,0.6,d711d04f
Patric,DF,Lazio,it Serie A,0.6,f7223718
Diego Perotti,FWMF,Salernitana,it Serie A,0.6,a40d5a0c
Kalvin Phillips,MF,Leeds United,eng Premier League,0.6,4f565d77
Luca Ranieri,DF,Salernitana,it Serie A,0.6,8c63fae5
Arkadiusz Reca,DF,Spezia,it Serie A,0.6,6213fd82
Omar Richards,DF,Bayern Munich,de Bundesliga,0.6,f9b1b7bf
Mihailo Ristić,DF,Montpellier,fr Ligue 1,0.6,ea0aa7e0
Rubén Rochina,MFFW,Granada,es La Liga,0.6,ecd8c01e
Albert Sambi Lokonga,MF,Arsenal,eng Premier League,0.6,1b4f1169
Oier Sanjurjo,MF,Osasuna,es La Liga,0.6,466824fb
Demba Seck,FWMF,Torino,it Serie A,0.6,16463a79
Alidu Seidu,DF,Clermont Foot,fr Ligue 1,0.6,cea59f02
Xherdan Shaqiri,FWMF,Lyon,fr Ligue 1,0.6,6421ec64
Alberto Soro,MFFW,Granada,es La Liga,0.6,452c3055
Djibril Sow,MF,Eint Frankfurt,de Bundesliga,0.6,4c6facae
James Tomkins,DF,Crystal Palace,eng Premier League,0.6,e7ca0439
Adama Traoré,FWDF,Barcelona,es La Liga,0.6,9a28eba4
José Luis García Vayá,MF,Levante,es La Liga,0.6,27dc1378
Miguel Veloso,MF,Hellas Verona,it Serie A,0.6,ab1ca213
Marco Verratti,MF,Paris S-G,fr Ligue 1,0.6,1467af0d
Jetro Willems,DF,Greuther Fürth,de Bundesliga,0.6,9050ddc4
Nadir Zortea,DFMF,Salernitana,it Serie A,0.6,82598b71
Luis Abram,DF,Granada,es La Liga,0.5,1f462f95
Ragnar Ache,MFFW,Eint Frankfurt,de Bundesliga,0.5,dc38e3bc
Sargis Adamyan,FWMF,Hoffenheim,de Bundesliga,0.5,22919e97
Marc Albrighton,FWDF,Leicester City,eng Premier League,0.5,b827d5b3
Nadiem Amiri,MFFW,Leverkusen,de Bundesliga,0.5,555d5edd
Mitchel Bakker,DF,Leverkusen,de Bundesliga,0.5,a8567629
Fodé Ballo-Touré,DF,Milan,it Serie A,0.5,f449640d
Bradley Barcola,FWMF,Lyon,fr Ligue 1,0.5,a0d55a09
Keidi Bare,MF,Espanyol,es La Liga,0.5,03049c8c
Daniele Baselli,MF,Cagliari,it Serie A,0.5,ea06dd97
Alessandro Bastoni,DF,Inter,it Serie A,0.5,75b86fb3
Armel Bella Kotchap,DF,Bochum,de Bundesliga,0.5,a39d11bc
Marco Benassi,MF,Empoli,it Serie A,0.5,0000acda
Darío Benedetto,FWMF,Marseille,fr Ligue 1,0.5,bef0a7ac
Bartosz Bialek,FW,Wolfsburg,de Bundesliga,0.5,763b8b37
Herbert Bockhorn,DF,Bochum,de Bundesliga,0.5,5ad8c360
Brian Brobbey,FW,RB Leipzig,de Bundesliga,0.5,4c184730
Alessandro Buongiorno,DF,Torino,it Serie A,0.5,4ae67f27
Dan Burn,DF,Newcastle Utd,eng Premier League,0.5,b2d31e83
Jamie Bynoe-Gittens,FW,Dortmund,de Bundesliga,0.5,10745192
Isaac Carcelen,DFMF,Cádiz,es La Liga,0.5,c4b888df
Dani Carvajal,DF,Real Madrid,es La Liga,0.5,4958bfb2
Dylan Chambost,MFFW,Troyes,fr Ligue 1,0.5,dbde4959
Timothy Chandler,DF,Eint Frankfurt,de Bundesliga,0.5,b3b7f5a6
Max Christiansen,MF,Greuther Fürth,de Bundesliga,0.5,e7b899b8
Moustapha Cissé,FW,Atalanta,it Serie A,0.5,ee3c4b3f
Alexis Claude-Maurice,MF,Nice,fr Ligue 1,0.5,741418c3
Aaron Connolly,FW,Brighton,eng Premier League,0.5,27c01749
Mickaël Cuisance,MF,Venezia,it Serie A,0.5,5722eced
Mouctar Diakhaby,DF,Valencia,es La Liga,0.5,d2110326
Ibrahima Diallo,MF,Southampton,eng Premier League,0.5,11ff3d56
Koffi Djidji,DF,Torino,it Serie A,0.5,933d3b51
Rubén Duarte,DF,Alavés,es La Liga,0.5,1fe0492d
Tyronne Ebuehi,DF,Venezia,it Serie A,0.5,6af30900
Eberechi Eze,MFFW,Crystal Palace,eng Premier League,0.5,ae4fc6a4
Paolo Faragò,MF,Cagliari,it Serie A,0.5,9085dd7c
Alex Ferrari,DF,Sampdoria,it Serie A,0.5,d0dbca9f
Thomas Foket,DFMF,Reims,fr Ligue 1,0.5,90eb507d
Juan Foyth,DF,Villarreal,es La Liga,0.5,6c7762c3
Morten Frendrup,DFMF,Genoa,it Serie A,0.5,f4d60499
Diego Godín,DF,Cagliari,it Serie A,0.5,fc4f85b1
Giovanni González,DF,Mallorca,es La Liga,0.5,1fc474ae
Florian Grillitsch,DFMF,Hoffenheim,de Bundesliga,0.5,ffbbc83b
Carlos Gruezo,MF,Augsburg,de Bundesliga,0.5,f2dd9a21
John Guidetti,FWMF,Alavés,es La Liga,0.5,99bebd12
Abdou Harroui,MF,Sassuolo,it Serie A,0.5,65fd099c
Lucas Hernández,DF,Bayern Munich,de Bundesliga,0.5,c3ee18ef
Héctor Herrera,MF,Atlético Madrid,es La Liga,0.5,a8542814
Fraser Hornby,FWMF,Reims,fr Ligue 1,0.5,29aee77c
Elseid Hysaj,DF,Lazio,it Serie A,0.5,2f3452eb
Burak İnce,FW,Arminia,de Bundesliga,0.5,683dec01
Mato Jajalo,MF,Udinese,it Serie A,0.5,8c65eb5f
Atakan Karazor,MF,Stuttgart,de Bundesliga,0.5,5762be5c
Ansgar Knauff,DF,Eint Frankfurt,de Bundesliga,0.5,19a967ab
Ghislain Konan,DF,Reims,fr Ligue 1,0.5,6b2c894b
Geoffrey Kondogbia,MFDF,Atlético Madrid,es La Liga,0.5,cce181df
David López,MFDF,Espanyol,es La Liga,0.5,f03f284b
Eliaquim Mangala,DF,Saint-Étienne,fr Ligue 1,0.5,f520049f
Javier Manquillo,DF,Newcastle Utd,eng Premier League,0.5,758dd7f0
Fernando Marçal,DF,Wolves,eng Premier League,0.5,9ae9eaea
Nuno Mendes,DF,Paris S-G,fr Ligue 1,0.5,f20e4cc9
Kevin Möhwald,MF,Union Berlin,de Bundesliga,0.5,a5ce09f2
Tanguy Ndombele,MF,Tottenham,eng Premier League,0.5,5cdddffa
Soma Novothny,FWMF,Bochum,de Bundesliga,0.5,6fb91ea9
Bastian Oczipka,DF,Union Berlin,de Bundesliga,0.5,d1661819
Exequiel Palacios,MF,Leverkusen,de Bundesliga,0.5,e82adcab
Nicolas Pallois,DF,Nantes,fr Ligue 1,0.5,779847d6
Erik Palmer-Brown,DF,Troyes,fr Ligue 1,0.5,e5c1e0ca
Strahinja Pavlović,DF,Monaco,fr Ligue 1,0.5,25146df0
Léo Pétrot,DF,Lorient,fr Ligue 1,0.5,00638016
Orbelín Pineda,MFFW,Celta Vigo,es La Liga,0.5,411fabd7
Marvin Plattenhardt,DF,Hertha BSC,de Bundesliga,0.5,f7aa75bd
Przemysław Płacheta,FWMF,Norwich City,eng Premier League,0.5,3c33f9d9
Quini,DF,Granada,es La Liga,0.5,7a538238
Iván Romero,FW,Sevilla,es La Liga,0.5,2fbe6af0
Kingsley Schindler,DFMF,Köln,de Bundesliga,0.5,bd527260
Nicolás Serrano,MF,Athletic Club,es La Liga,0.5,2ad0e5e5
Cédric Soares,DF,Arsenal,eng Premier League,0.5,839c14e1
Danilo Soares,DF,Bochum,de Bundesliga,0.5,c05f2f8c
Arnaud Souquet,DF,Montpellier,fr Ligue 1,0.5,4e0afc5d
Kostas Stafylidis,DFMF,Bochum,de Bundesliga,0.5,861e0116
Stefano Sturaro,MF,Genoa,it Serie A,0.5,2334478a
Damián Suárez,DF,Getafe,es La Liga,0.5,ba5004e1
Renato Tapia,MF,Celta Vigo,es La Liga,0.5,34269bdf
Matt Targett,DF,Aston Villa,eng Premier League,0.5,e514ab62
Nathan Tella,MFFW,Southampton,eng Premier League,0.5,f1e94cd6
Alex Telles,DF,Manchester Utd,eng Premier League,0.5,e73c9bb2
Kostas Tsimikas,DF,Liverpool,eng Premier League,0.5,f315ca93
Ozan Tufan,MF,Watford,eng Premier League,0.5,17d45fb2
Christos Tzolis,FWMF,Norwich City,eng Premier League,0.5,9f333379
Matthieu Udol,DF,Metz,fr Ligue 1,0.5,cc41f558
Nick Viergever,DF,Greuther Fürth,de Bundesliga,0.5,e38f1636
Mattia Viti,DF,Empoli,it Serie A,0.5,75438a9a
Gabriele Zappa,DF,Cagliari,it Serie A,0.5,ca3db240
Oier Zarraga,MF,Athletic Club,es La Liga,0.5,968a1c2f
Martin Adeline,MFFW,Reims,fr Ligue 1,0.4,7587446d
Anel Ahmedhodzic,DF,Bordeaux,fr Ligue 1,0.4,eab957a3
Joseph Aidoo,DF,Celta Vigo,es La Liga,0.4,18abe173
Carlos Akapo,DF,Cádiz,es La Liga,0.4,f2a68b97
Jean-Daniel Akpa-Akpro,MF,Lazio,it Serie A,0.4,fdf4b948
Yeray Álvarez,DF,Athletic Club,es La Liga,0.4,3ecc11d8
Tommaso Augello,DF,Sampdoria,it Serie A,0.4,3cd3b384
Ludwig Augustinsson,DF,Sevilla,es La Liga,0.4,9fec8860
Dilane Bakwa,FWDF,Bordeaux,fr Ligue 1,0.4,2b5a35e5
Ander Barrenetxea,FWMF,Real Sociedad,es La Liga,0.4,200e89e1
Héctor Bellerín,DF,Betis,es La Liga,0.4,f874dd44
Fran Beltrán,MF,Celta Vigo,es La Liga,0.4,ed5c5fa3
Hatem Ben Arfa,FWMF,Lille,fr Ligue 1,0.4,74dc806c
Rodrigo Bentancur,MF,Juventus,it Serie A,0.4,3b8674e6
Yuri Berchiche,DF,Athletic Club,es La Liga,0.4,b6e50615
Bilal Brahimi,FWDF,Angers,fr Ligue 1,0.4,02bcaf8e
Jarrad Branthwaite,DF,Everton,eng Premier League,0.4,c1949191
Erick Cabaco,DF,Getafe,es La Liga,0.4,e7ab4179
Danilo Cataldi,MF,Lazio,it Serie A,0.4,ba3d3bea
Andreas Christensen,DF,Chelsea,eng Premier League,0.4,1cb49278
Coke,DF,Levante,es La Liga,0.4,6d8f8441
Eray Cömert,DF,Valencia,es La Liga,0.4,15937e17
Sébastien Corchia,DF,Nantes,fr Ligue 1,0.4,0e7ccfc4
Enzo Crivelli,FWMF,Saint-Étienne,fr Ligue 1,0.4,06f33dc8
Damien Da Silva,DF,Lyon,fr Ligue 1,0.4,1ec7e1c5
Paweł Dawidowicz,DF,Hellas Verona,it Serie A,0.4,16bb656a
Troy Deeney,FW,Watford,eng Premier League,0.4,82e34b69
Francesco Di Tacchio,MF,Salernitana,it Serie A,0.4,b5c3ff9f
Lucas Digne,DF,Everton,eng Premier League,0.4,1b84dbe1
Wahidullah Faghir,FW,Stuttgart,de Bundesliga,0.4,93c9e7d9
Diego Falcinelli,FWMF,Bologna,it Serie A,0.4,a39b9ef6
Julien Faussurier,MFDF,Brest,fr Ligue 1,0.4,767212e6
Federico Fernández,DF,Newcastle Utd,eng Premier League,0.4,f25b010f
Ashley Fletcher,FW,Watford,eng Premier League,0.4,eeb6551f
Adam Forshaw,MF,Leeds United,eng Premier League,0.4,9f1938ab
Javi Galán,DF,Celta Vigo,es La Liga,0.4,a4b00319
Iñigo Ruiz de Galarreta,MF,Mallorca,es La Liga,0.4,91f7631f
Pablo Galdames Millán,MF,Genoa,it Serie A,0.4,dd403465
Unai García,DF,Osasuna,es La Liga,0.4,4a633cfe
Maxime Gonalons,MF,Granada,es La Liga,0.4,b8c1de25
Peter González,MFDF,Real Madrid,es La Liga,0.4,1ccd3dae
Kaide Gordon,FW,Liverpool,eng Premier League,0.4,19a9cb70
Sam Greenwood,MFFW,Leeds United,eng Premier League,0.4,f3354c07
Clément Grenier,MF,Mallorca,es La Liga,0.4,8b298f56
Antoine Griezmann,FW,Barcelona,es La Liga,0.4,df69b544
Josuha Guilavogui,MFDF,Wolfsburg,de Bundesliga,0.4,e6c43eec
Norbert Gyömbér,DF,Salernitana,it Serie A,0.4,0be276c6
Massadio Haïdara,DF,Lens,fr Ligue 1,0.4,5167c97e
Marcel Halstenberg,DF,RB Leipzig,de Bundesliga,0.4,8ff2354e
Ridgeciano Haps,DF,Venezia,it Serie A,0.4,c8d7131c
Isaac Hayden,MFDF,Newcastle Utd,eng Premier League,0.4,c951a6df
Luis Hernández,DF,Cádiz,es La Liga,0.4,02d2c436
Mario Hernández,DFFW,Rayo Vallecano,es La Liga,0.4,90162357
Suk Hyun-jun,FWMF,Troyes,fr Ligue 1,0.4,7ffaf233
Robert Ibáñez,MF,Osasuna,es La Liga,0.4,c7429db3
Igor,DF,Fiorentina,it Serie A,0.4,a4e85758
Armando Izzo,DF,Torino,it Serie A,0.4,89976232
Ismail Jakobs,DFFW,Monaco,fr Ligue 1,0.4,a0415710
Jorginho,MF,Chelsea,eng Premier League,0.4,45db685d
Jens Jønsson,MF,Cádiz,es La Liga,0.4,53520a67
Pierre Kalulu,DF,Milan,it Serie A,0.4,85f7d1be
Dimitrije Kamenović,DF,Lazio,it Serie A,0.4,d3e0c826
Jakub Kiwior,MF,Spezia,it Serie A,0.4,dc3e663e
Robin Knoche,DF,Union Berlin,de Bundesliga,0.4,6bd5cd5d
Enock Kwateng,DF,Bordeaux,fr Ligue 1,0.4,4bf69118
Paul Lasne,MF,Brest,fr Ligue 1,0.4,542cc80f
Matteo Lovato,DF,Cagliari,it Serie A,0.4,5fa57166
Yvann Macon,DF,Saint-Étienne,fr Ligue 1,0.4,0bb6e193
Ainsley Maitland-Niles,DF,Roma,it Serie A,0.4,e3a5814e
Hianga Mananga Mbock,MF,Brest,fr Ligue 1,0.4,0f86995c
José Mari,MF,Cádiz,es La Liga,0.4,6f4c734d
Anthony Martial,FW,Manchester Utd,eng Premier League,0.4,8b788c01
Andrés Martín,FWMF,Rayo Vallecano,es La Liga,0.4,2ae30661
Pablo Martínez,MF,Levante,es La Liga,0.4,ecc77652
Adam Masina,DF,Watford,eng Premier League,0.4,de0f152c
Erhan Mašović,DF,Bochum,de Bundesliga,0.4,a396fb61
Azor Matusiwa,MF,Reims,fr Ligue 1,0.4,a17a94d6
Kevin Mbabu,DF,Wolfsburg,de Bundesliga,0.4,493924a7
Nathan de Medina,DF,Arminia,de Bundesliga,0.4,d686dbc0
Arial Mendy,DFFW,Clermont Foot,fr Ligue 1,0.4,9f0f4b49
Gideon Mensah,DF,Bordeaux,fr Ligue 1,0.4,9bdd8118
Mexer,DF,Bordeaux,fr Ligue 1,0.4,ce492295
Maximilian Mittelstädt,DFFW,Hertha BSC,de Bundesliga,0.4,88d4144a
Monchu,MF,Granada,es La Liga,0.4,8ac501f5
Martín Montoya,DF,Betis,es La Liga,0.4,5cec2487
Jon Morcillo,MF,Athletic Club,es La Liga,0.4,b7d7f3bf
Jeison Murillo,DF,Celta Vigo,es La Liga,0.4,b233e8e4
Vedat Muriqi,FW,Lazio,it Serie A,0.4,0cadc46d
Yunus Musah,MFFW,Valencia,es La Liga,0.4,b51b1b9c
Ximo Navarro,DF,Alavés,es La Liga,0.4,8db394aa
Jesús Navas,DF,Sevilla,es La Liga,0.4,3f10bd22
Saúl Ñíguez,DFMF,Atlético Madrid,es La Liga,0.4,c14bc029
Florent Ogier,DF,Clermont Foot,fr Ligue 1,0.4,6993927b
Warmed Omari,DF,Rennes,fr Ligue 1,0.4,4534a352
Pedro Ortiz,MF,Sevilla,es La Liga,0.4,f9358b61
Paulo Otávio,DF,Wolfsburg,de Bundesliga,0.4,1cbe4984
Javier Pastore,MFFW,Elche,es La Liga,0.4,881ef58c
Pietro Pellegri,FW,Torino,it Serie A,0.4,a44d3a3c
Giuseppe Pezzella,DF,Atalanta,it Serie A,0.4,149c5f5d
Tomás Pina Isla,MF,Alavés,es La Liga,0.4,e54bd0a2
Rafinha,FWMF,Paris S-G,fr Ligue 1,0.4,0c2ac3cb
Karim Rekik,DF,Sevilla,es La Liga,0.4,3376a776
Samuele Ricci,MF,Torino,it Serie A,0.4,9823be92
Matt Ritchie,DF,Newcastle Utd,eng Premier League,0.4,71ef519e
Rogério,DF,Sassuolo,it Serie A,0.4,10e7f486
Jon Rowe,FWMF,Norwich City,eng Premier League,0.4,8c12f884
